============================================================
双色球历史开奖记录
数据更新时间：2026-03-23 13:01:54
共 1820 期开奖数据
============================================================

格式：开奖日期 | 期号 | 红球 (6 个) | 蓝球 (1 个)
2015-07-28 | 2015087 | 红球：09 15 16 19 20 28 | 蓝球：11
2015-07-26 | 2015086 | 红球：05 06 08 16 18 22 | 蓝球：12
2015-07-23 | 2015085 | 红球：02 08 25 27 28 29 | 蓝球：05
2015-07-21 | 2015084 | 红球：15 18 20 22 28 29 | 蓝球：15
2015-07-19 | 2015083 | 红球：06 07 16 18 29 32 | 蓝球：05
2015-07-16 | 2015082 | 红球：02 08 09 14 28 30 | 蓝球：07
2015-07-14 | 2015081 | 红球：13 20 22 26 28 31 | 蓝球：13
2015-07-12 | 2015080 | 红球：14 17 25 27 28 30 | 蓝球：02
2015-07-09 | 2015079 | 红球：09 14 15 20 26 32 | 蓝球：11
2015-07-07 | 2015078 | 红球：03 07 20 22 26 29 | 蓝球：02
2015-07-05 | 2015077 | 红球：01 06 08 10 13 27 | 蓝球：16
2015-07-02 | 2015076 | 红球：01 09 10 19 23 27 | 蓝球：09
2015-06-30 | 2015075 | 红球：06 11 13 19 21 32 | 蓝球：04
2015-06-28 | 2015074 | 红球：04 07 21 25 26 29 | 蓝球：08
2015-06-25 | 2015073 | 红球：01 02 17 22 26 27 | 蓝球：04
2015-06-23 | 2015072 | 红球：01 03 05 20 21 31 | 蓝球：05
2015-06-21 | 2015071 | 红球：08 18 20 28 29 31 | 蓝球：08
2015-06-18 | 2015070 | 红球：01 07 13 19 21 29 | 蓝球：15
2015-06-16 | 2015069 | 红球：01 13 17 18 23 30 | 蓝球：15
2015-06-14 | 2015068 | 红球：06 15 18 21 26 27 | 蓝球：10
2015-06-11 | 2015067 | 红球：02 05 08 24 25 31 | 蓝球：14
2015-06-09 | 2015066 | 红球：05 08 11 17 24 28 | 蓝球：16
2015-06-07 | 2015065 | 红球：08 10 14 19 26 29 | 蓝球：12
2015-06-04 | 2015064 | 红球：11 12 14 17 23 27 | 蓝球：01
2015-06-02 | 2015063 | 红球：01 07 09 16 22 32 | 蓝球：12
2015-05-31 | 2015062 | 红球：09 14 15 18 21 26 | 蓝球：16
2015-05-28 | 2015061 | 红球：06 18 22 26 32 33 | 蓝球：04
2015-05-26 | 2015060 | 红球：01 03 18 27 31 32 | 蓝球：13
2015-05-24 | 2015059 | 红球：02 06 09 16 25 32 | 蓝球：14
2015-05-21 | 2015058 | 红球：02 09 10 18 19 20 | 蓝球：15
2015-05-19 | 2015057 | 红球：09 20 24 25 26 32 | 蓝球：04
2015-05-17 | 2015056 | 红球：01 07 08 16 18 20 | 蓝球：14
2015-05-14 | 2015055 | 红球：01 10 15 18 19 28 | 蓝球：02
2015-05-12 | 2015054 | 红球：01 02 07 10 22 26 | 蓝球：07
2015-05-10 | 2015053 | 红球：03 07 17 22 32 33 | 蓝球：10
2015-05-07 | 2015052 | 红球：02 04 11 16 25 26 | 蓝球：12
2015-05-05 | 2015051 | 红球：04 10 24 26 28 32 | 蓝球：09
2015-05-03 | 2015050 | 红球：03 09 12 16 17 31 | 蓝球：04
2015-04-30 | 2015049 | 红球：07 12 14 17 20 23 | 蓝球：05
2015-04-28 | 2015048 | 红球：13 16 17 22 25 27 | 蓝球：10
2015-04-26 | 2015047 | 红球：02 03 20 24 26 27 | 蓝球：09
2015-04-23 | 2015046 | 红球：05 07 10 14 23 31 | 蓝球：01
2015-04-21 | 2015045 | 红球：01 05 13 22 30 31 | 蓝球：07
2015-04-19 | 2015044 | 红球：02 03 04 13 14 16 | 蓝球：02
2015-04-16 | 2015043 | 红球：11 12 15 24 26 27 | 蓝球：15
2015-04-14 | 2015042 | 红球：09 10 19 21 23 32 | 蓝球：08
2015-04-12 | 2015041 | 红球：04 09 11 17 21 25 | 蓝球：06
2015-04-09 | 2015040 | 红球：13 16 18 27 30 32 | 蓝球：16
2015-04-07 | 2015039 | 红球：01 13 15 26 29 30 | 蓝球：12
2015-04-05 | 2015038 | 红球：05 06 11 12 14 33 | 蓝球：14
2015-04-02 | 2015037 | 红球：05 07 12 18 28 31 | 蓝球：03
2015-03-31 | 2015036 | 红球：04 06 16 17 26 33 | 蓝球：03
2015-03-29 | 2015035 | 红球：01 08 09 22 24 33 | 蓝球：03
2015-03-26 | 2015034 | 红球：12 13 17 18 20 27 | 蓝球：13
2015-03-24 | 2015033 | 红球：03 06 21 29 31 32 | 蓝球：05
2015-03-22 | 2015032 | 红球：11 14 16 18 29 32 | 蓝球：16
2015-03-19 | 2015031 | 红球：01 05 07 22 26 32 | 蓝球：11
2015-03-17 | 2015030 | 红球：08 11 14 15 16 26 | 蓝球：07
2015-03-15 | 2015029 | 红球：07 14 15 19 21 28 | 蓝球：07
2015-03-12 | 2015028 | 红球：04 07 10 26 27 28 | 蓝球：14
2015-03-10 | 2015027 | 红球：05 07 09 16 26 29 | 蓝球：07
2015-03-08 | 2015026 | 红球：02 13 17 21 22 33 | 蓝球：13
2015-03-05 | 2015025 | 红球：10 11 12 15 27 32 | 蓝球：14
2015-03-03 | 2015024 | 红球：09 11 16 18 23 24 | 蓝球：10
2015-03-01 | 2015023 | 红球：08 09 10 13 29 30 | 蓝球：01
2015-02-26 | 2015022 | 红球：04 07 10 16 23 25 | 蓝球：10
2015-02-17 | 2015021 | 红球：14 15 16 17 27 28 | 蓝球：08
2015-02-15 | 2015020 | 红球：01 04 07 19 22 23 | 蓝球：04
2015-02-12 | 2015019 | 红球：02 06 11 19 25 26 | 蓝球：04
2015-02-10 | 2015018 | 红球：06 09 12 14 28 29 | 蓝球：09
2015-02-08 | 2015017 | 红球：13 18 20 25 27 33 | 蓝球：12
2015-02-05 | 2015016 | 红球：02 06 10 15 17 31 | 蓝球：13
2015-02-03 | 2015015 | 红球：01 07 20 24 25 33 | 蓝球：04
2015-02-01 | 2015014 | 红球：02 12 16 19 27 30 | 蓝球：11
2015-01-29 | 2015013 | 红球：08 09 24 25 26 29 | 蓝球：01
2015-01-27 | 2015012 | 红球：03 05 22 23 29 31 | 蓝球：06
2015-01-25 | 2015011 | 红球：04 14 15 17 18 20 | 蓝球：15
2015-01-22 | 2015010 | 红球：01 02 03 08 21 31 | 蓝球：09
2015-01-20 | 2015009 | 红球：04 07 14 17 21 25 | 蓝球：14
2015-01-18 | 2015008 | 红球：04 07 10 16 20 22 | 蓝球：03
2015-01-15 | 2015007 | 红球：01 07 09 17 20 33 | 蓝球：08
2015-01-13 | 2015006 | 红球：01 10 11 29 31 33 | 蓝球：13
2015-01-11 | 2015005 | 红球：07 10 16 17 18 32 | 蓝球：15
2015-01-08 | 2015004 | 红球：02 14 15 16 23 24 | 蓝球：10
2015-01-06 | 2015003 | 红球：10 15 20 23 24 31 | 蓝球：15
2015-01-04 | 2015002 | 红球：07 15 16 25 28 32 | 蓝球：05
2015-01-01 | 2015001 | 红球：01 07 09 16 20 23 | 蓝球：06
2014-12-30 | 2014152 | 红球：08 13 15 20 21 25 | 蓝球：12
2014-12-28 | 2014151 | 红球：04 05 08 11 21 27 | 蓝球：08
2014-12-25 | 2014150 | 红球：03 08 14 22 24 32 | 蓝球：09
2014-12-23 | 2014149 | 红球：07 09 10 15 19 33 | 蓝球：01
2014-12-21 | 2014148 | 红球：01 02 05 12 15 16 | 蓝球：13
2014-12-18 | 2014147 | 红球：06 07 22 26 31 32 | 蓝球：10
2014-12-16 | 2014146 | 红球：01 06 13 20 29 32 | 蓝球：01
2014-12-14 | 2014145 | 红球：10 12 13 23 26 29 | 蓝球：11
2014-12-11 | 2014144 | 红球：03 05 06 09 10 27 | 蓝球：14
2014-12-09 | 2014143 | 红球：03 12 18 20 25 26 | 蓝球：16
2014-12-07 | 2014142 | 红球：06 21 22 23 25 28 | 蓝球：13
2014-12-04 | 2014141 | 红球：08 09 11 16 21 24 | 蓝球：10
2014-12-02 | 2014140 | 红球：06 10 11 14 17 33 | 蓝球：06
2014-11-30 | 2014139 | 红球：01 14 15 20 25 29 | 蓝球：11
2014-11-27 | 2014138 | 红球：04 06 13 29 31 33 | 蓝球：13
2014-11-25 | 2014137 | 红球：03 06 09 11 25 29 | 蓝球：09
2014-11-23 | 2014136 | 红球：03 16 19 27 31 32 | 蓝球：10
2014-11-20 | 2014135 | 红球：02 04 11 13 25 33 | 蓝球：01
2014-11-18 | 2014134 | 红球：05 16 22 23 26 28 | 蓝球：02
2014-11-16 | 2014133 | 红球：13 14 16 23 30 31 | 蓝球：13
2014-11-13 | 2014132 | 红球：05 06 14 15 18 33 | 蓝球：08
2014-11-11 | 2014131 | 红球：05 17 21 22 28 32 | 蓝球：14
2014-11-09 | 2014130 | 红球：01 02 10 24 30 33 | 蓝球：10
2014-11-06 | 2014129 | 红球：05 08 09 20 28 32 | 蓝球：02
2014-11-04 | 2014128 | 红球：05 07 08 17 18 24 | 蓝球：14
2014-11-02 | 2014127 | 红球：02 10 12 21 23 27 | 蓝球：12
2014-10-30 | 2014126 | 红球：06 11 16 17 22 27 | 蓝球：01
2014-10-28 | 2014125 | 红球：10 11 15 26 31 32 | 蓝球：06
2014-10-26 | 2014124 | 红球：02 17 20 24 31 33 | 蓝球：04
2014-10-23 | 2014123 | 红球：01 06 11 17 28 33 | 蓝球：05
2014-10-21 | 2014122 | 红球：06 09 11 16 20 29 | 蓝球：11
2014-10-19 | 2014121 | 红球：01 02 13 22 28 30 | 蓝球：09
2014-10-16 | 2014120 | 红球：01 07 12 16 23 28 | 蓝球：04
2014-10-14 | 2014119 | 红球：06 13 17 20 26 29 | 蓝球：09
2014-10-12 | 2014118 | 红球：05 07 15 18 26 30 | 蓝球：03
2014-10-09 | 2014117 | 红球：05 10 17 25 28 29 | 蓝球：04
2014-10-07 | 2014116 | 红球：09 10 14 15 19 29 | 蓝球：16
2014-10-05 | 2014115 | 红球：01 09 10 11 13 32 | 蓝球：03
2014-10-02 | 2014114 | 红球：02 07 23 30 32 33 | 蓝球：10
2014-09-30 | 2014113 | 红球：12 14 28 31 32 33 | 蓝球：07
2014-09-28 | 2014112 | 红球：01 15 16 21 24 30 | 蓝球：03
2014-09-25 | 2014111 | 红球：02 08 17 20 22 28 | 蓝球：02
2014-09-23 | 2014110 | 红球：01 08 11 13 19 30 | 蓝球：06
2014-09-21 | 2014109 | 红球：02 05 11 15 19 28 | 蓝球：02
2014-09-18 | 2014108 | 红球：03 08 09 20 23 28 | 蓝球：02
2014-09-16 | 2014107 | 红球：11 14 17 22 25 27 | 蓝球：16
2014-09-14 | 2014106 | 红球：09 14 17 18 21 25 | 蓝球：15
2014-09-11 | 2014105 | 红球：14 16 17 19 27 32 | 蓝球：04
2014-09-09 | 2014104 | 红球：02 06 12 19 27 28 | 蓝球：13
2014-09-07 | 2014103 | 红球：03 08 09 10 18 33 | 蓝球：04
2014-09-04 | 2014102 | 红球：14 16 21 24 28 31 | 蓝球：13
2014-09-02 | 2014101 | 红球：16 18 20 23 24 32 | 蓝球：07
2014-08-31 | 2014100 | 红球：01 06 09 10 14 16 | 蓝球：11
2014-08-28 | 2014099 | 红球：01 05 10 11 13 32 | 蓝球：14
2014-08-26 | 2014098 | 红球：02 13 17 20 29 31 | 蓝球：07
2014-08-24 | 2014097 | 红球：07 13 24 25 27 32 | 蓝球：15
2014-08-21 | 2014096 | 红球：12 14 17 19 22 24 | 蓝球：08
2014-08-19 | 2014095 | 红球：05 06 08 14 22 31 | 蓝球：08
2014-08-17 | 2014094 | 红球：01 10 18 20 23 29 | 蓝球：01
2014-08-14 | 2014093 | 红球：02 08 09 10 20 29 | 蓝球：05
2014-08-12 | 2014092 | 红球：03 13 18 19 22 26 | 蓝球：07
2014-08-10 | 2014091 | 红球：01 05 12 19 27 29 | 蓝球：14
2014-08-07 | 2014090 | 红球：05 09 11 19 24 32 | 蓝球：13
2014-08-05 | 2014089 | 红球：04 06 14 17 27 30 | 蓝球：09
2014-08-03 | 2014088 | 红球：03 06 11 14 16 29 | 蓝球：15
2014-07-31 | 2014087 | 红球：06 18 22 23 32 33 | 蓝球：06
2014-07-29 | 2014086 | 红球：02 04 10 12 14 30 | 蓝球：08
2014-07-27 | 2014085 | 红球：01 02 11 19 23 29 | 蓝球：08
2014-07-24 | 2014084 | 红球：01 06 09 10 13 25 | 蓝球：08
2014-07-22 | 2014083 | 红球：05 06 19 21 23 33 | 蓝球：12
2014-07-20 | 2014082 | 红球：02 04 20 25 26 29 | 蓝球：11
2014-07-17 | 2014081 | 红球：08 14 22 24 27 29 | 蓝球：10
2014-07-15 | 2014080 | 红球：05 14 16 17 25 30 | 蓝球：07
2014-07-13 | 2014079 | 红球：02 07 16 22 27 28 | 蓝球：02
2014-07-10 | 2014078 | 红球：02 03 05 06 09 17 | 蓝球：07
2014-07-08 | 2014077 | 红球：08 09 12 15 19 22 | 蓝球：10
2014-07-06 | 2014076 | 红球：06 10 12 17 18 33 | 蓝球：11
2014-07-03 | 2014075 | 红球：03 09 11 22 27 29 | 蓝球：06
2014-07-01 | 2014074 | 红球：01 03 06 13 30 31 | 蓝球：12
2014-06-29 | 2014073 | 红球：01 12 16 20 30 33 | 蓝球：02
2014-06-26 | 2014072 | 红球：01 03 07 13 19 32 | 蓝球：16
2014-06-24 | 2014071 | 红球：02 04 12 17 22 25 | 蓝球：14
2014-06-22 | 2014070 | 红球：01 07 09 19 28 29 | 蓝球：07
2014-06-19 | 2014069 | 红球：05 12 17 19 25 30 | 蓝球：11
2014-06-17 | 2014068 | 红球：04 12 13 22 27 29 | 蓝球：16
2014-06-15 | 2014067 | 红球：01 06 07 17 18 23 | 蓝球：06
2014-06-12 | 2014066 | 红球：02 05 15 17 18 21 | 蓝球：16
2014-06-10 | 2014065 | 红球：03 04 05 08 10 22 | 蓝球：06
2014-06-08 | 2014064 | 红球：02 09 15 16 29 32 | 蓝球：14
2014-06-05 | 2014063 | 红球：03 08 17 21 22 31 | 蓝球：16
2014-06-03 | 2014062 | 红球：06 09 15 24 25 26 | 蓝球：09
2014-06-01 | 2014061 | 红球：02 14 17 27 28 31 | 蓝球：08
2014-05-29 | 2014060 | 红球：03 05 14 18 25 33 | 蓝球：06
2014-05-27 | 2014059 | 红球：05 08 12 13 23 25 | 蓝球：13
2014-05-25 | 2014058 | 红球：02 03 12 13 14 25 | 蓝球：11
2014-05-22 | 2014057 | 红球：02 04 12 18 23 31 | 蓝球：08
2014-05-20 | 2014056 | 红球：01 11 18 20 28 29 | 蓝球：01
2014-05-18 | 2014055 | 红球：02 09 14 19 21 30 | 蓝球：04
2014-05-15 | 2014054 | 红球：01 04 05 11 29 30 | 蓝球：14
2014-05-13 | 2014053 | 红球：14 17 19 22 26 31 | 蓝球：02
2014-05-11 | 2014052 | 红球：09 13 15 28 30 33 | 蓝球：08
2014-05-08 | 2014051 | 红球：10 16 19 21 23 24 | 蓝球：13
2014-05-06 | 2014050 | 红球：03 17 23 25 26 32 | 蓝球：13
2014-05-04 | 2014049 | 红球：06 07 16 17 23 32 | 蓝球：06
2014-05-01 | 2014048 | 红球：06 09 16 17 24 25 | 蓝球：16
2014-04-29 | 2014047 | 红球：08 10 11 12 19 29 | 蓝球：15
2014-04-27 | 2014046 | 红球：02 10 11 17 18 22 | 蓝球：10
2014-04-24 | 2014045 | 红球：02 04 09 11 19 22 | 蓝球：15
2014-04-22 | 2014044 | 红球：04 09 21 27 28 33 | 蓝球：12
2014-04-20 | 2014043 | 红球：02 05 09 14 24 33 | 蓝球：09
2014-04-17 | 2014042 | 红球：12 15 20 25 28 33 | 蓝球：14
2014-04-15 | 2014041 | 红球：07 11 16 18 21 22 | 蓝球：02
2014-04-13 | 2014040 | 红球：03 04 06 11 12 15 | 蓝球：08
2014-04-10 | 2014039 | 红球：03 11 15 19 20 31 | 蓝球：07
2014-04-08 | 2014038 | 红球：04 07 22 23 24 33 | 蓝球：16
2014-04-06 | 2014037 | 红球：06 13 14 24 25 30 | 蓝球：07
2014-04-03 | 2014036 | 红球：01 07 08 09 11 22 | 蓝球：03
2014-04-01 | 2014035 | 红球：07 08 09 17 32 33 | 蓝球：06
2014-03-30 | 2014034 | 红球：01 03 04 08 25 31 | 蓝球：06
2014-03-27 | 2014033 | 红球：05 13 23 28 32 33 | 蓝球：12
2014-03-25 | 2014032 | 红球：01 02 14 22 29 33 | 蓝球：07
2014-03-23 | 2014031 | 红球：04 10 16 17 21 27 | 蓝球：14
2014-03-20 | 2014030 | 红球：12 18 19 23 24 30 | 蓝球：10
2014-03-18 | 2014029 | 红球：02 07 14 16 21 29 | 蓝球：14
2014-03-16 | 2014028 | 红球：06 16 21 27 30 32 | 蓝球：05
2014-03-13 | 2014027 | 红球：08 10 14 16 30 31 | 蓝球：01
2014-03-11 | 2014026 | 红球：01 02 05 06 11 23 | 蓝球：14
2014-03-09 | 2014025 | 红球：01 05 10 14 16 30 | 蓝球：16
2014-03-06 | 2014024 | 红球：08 10 16 20 23 30 | 蓝球：09
2014-03-04 | 2014023 | 红球：07 09 13 17 21 22 | 蓝球：10
2014-03-02 | 2014022 | 红球：04 06 07 10 21 26 | 蓝球：16
2014-02-27 | 2014021 | 红球：08 10 15 17 22 29 | 蓝球：12
2014-02-25 | 2014020 | 红球：09 14 17 23 24 25 | 蓝球：15
2014-02-23 | 2014019 | 红球：02 10 15 19 20 21 | 蓝球：07
2014-02-20 | 2014018 | 红球：13 17 18 21 30 33 | 蓝球：15
2014-02-18 | 2014017 | 红球：04 06 07 14 25 26 | 蓝球：10
2014-02-16 | 2014016 | 红球：02 03 07 13 21 24 | 蓝球：08

============================================================
数据来源：中国福彩网 (https://www.zhcw.com)
注：红球范围 1-33，蓝球范围 1-16
