============================================================
双色球历史开奖记录
数据更新时间：2026-03-23 13:01:54
共 1820 期开奖数据
============================================================

格式：开奖日期 | 期号 | 红球 (6 个) | 蓝球 (1 个)
2020-05-07 | 2020034 | 红球：02 08 15 16 26 32 | 蓝球：03
2020-05-05 | 2020033 | 红球：07 10 12 21 31 32 | 蓝球：01
2020-05-03 | 2020032 | 红球：03 11 13 14 15 26 | 蓝球：13
2020-04-30 | 2020031 | 红球：02 05 09 15 16 27 | 蓝球：09
2020-04-28 | 2020030 | 红球：17 18 21 29 30 32 | 蓝球：03
2020-04-26 | 2020029 | 红球：01 12 18 20 30 32 | 蓝球：05
2020-04-23 | 2020028 | 红球：05 06 15 18 26 32 | 蓝球：08
2020-04-21 | 2020027 | 红球：12 13 14 24 25 28 | 蓝球：06
2020-04-19 | 2020026 | 红球：01 04 09 18 19 31 | 蓝球：06
2020-04-16 | 2020025 | 红球：01 09 10 15 20 29 | 蓝球：02
2020-04-14 | 2020024 | 红球：10 13 27 28 29 31 | 蓝球：08
2020-04-12 | 2020023 | 红球：04 05 20 21 30 33 | 蓝球：08
2020-04-09 | 2020022 | 红球：02 10 20 22 25 30 | 蓝球：02
2020-04-07 | 2020021 | 红球：02 06 14 16 27 31 | 蓝球：07
2020-04-05 | 2020020 | 红球：01 06 09 13 15 22 | 蓝球：14
2020-04-02 | 2020019 | 红球：15 19 27 28 30 33 | 蓝球：03
2020-03-31 | 2020018 | 红球：05 07 08 11 17 22 | 蓝球：13
2020-03-29 | 2020017 | 红球：02 04 07 15 20 27 | 蓝球：04
2020-03-26 | 2020016 | 红球：05 06 08 17 24 27 | 蓝球：07
2020-03-24 | 2020015 | 红球：08 09 22 24 30 33 | 蓝球：01
2020-03-22 | 2020014 | 红球：02 07 08 10 12 16 | 蓝球：07
2020-03-19 | 2020013 | 红球：02 08 10 20 21 30 | 蓝球：14
2020-03-17 | 2020012 | 红球：04 13 14 23 26 31 | 蓝球：09
2020-03-15 | 2020011 | 红球：04 05 07 17 18 29 | 蓝球：01
2020-03-12 | 2020010 | 红球：11 14 22 27 31 32 | 蓝球：09
2020-01-21 | 2020009 | 红球：03 06 08 14 19 26 | 蓝球：12
2020-01-19 | 2020008 | 红球：01 04 06 10 11 28 | 蓝球：16
2020-01-16 | 2020007 | 红球：05 12 17 20 25 31 | 蓝球：10
2020-01-14 | 2020006 | 红球：03 04 05 10 16 32 | 蓝球：09
2020-01-12 | 2020005 | 红球：11 16 17 22 26 32 | 蓝球：04
2020-01-09 | 2020004 | 红球：02 15 17 27 32 33 | 蓝球：03
2020-01-07 | 2020003 | 红球：09 17 26 29 30 32 | 蓝球：03
2020-01-05 | 2020002 | 红球：04 09 14 15 16 29 | 蓝球：11
2020-01-02 | 2020001 | 红球：02 15 23 26 29 30 | 蓝球：02
2019-12-31 | 2019151 | 红球：02 06 09 18 24 26 | 蓝球：14
2019-12-29 | 2019150 | 红球：02 09 14 22 27 29 | 蓝球：02
2019-12-26 | 2019149 | 红球：01 06 27 28 31 33 | 蓝球：07
2019-12-24 | 2019148 | 红球：09 10 13 20 26 27 | 蓝球：08
2019-12-22 | 2019147 | 红球：01 09 12 14 23 27 | 蓝球：12
2019-12-19 | 2019146 | 红球：01 04 10 12 30 32 | 蓝球：14
2019-12-17 | 2019145 | 红球：01 08 13 17 18 19 | 蓝球：16
2019-12-15 | 2019144 | 红球：02 12 15 19 27 30 | 蓝球：03
2019-12-12 | 2019143 | 红球：05 13 15 16 26 32 | 蓝球：09
2019-12-10 | 2019142 | 红球：08 14 24 27 29 33 | 蓝球：09
2019-12-08 | 2019141 | 红球：10 13 14 15 17 33 | 蓝球：14
2019-12-05 | 2019140 | 红球：02 04 09 11 14 22 | 蓝球：05
2019-12-03 | 2019139 | 红球：08 14 20 23 30 33 | 蓝球：11
2019-12-01 | 2019138 | 红球：02 06 12 30 31 32 | 蓝球：11
2019-11-28 | 2019137 | 红球：07 10 13 19 23 31 | 蓝球：06
2019-11-26 | 2019136 | 红球：12 14 15 17 29 33 | 蓝球：12
2019-11-24 | 2019135 | 红球：03 06 10 11 27 33 | 蓝球：03
2019-11-21 | 2019134 | 红球：01 04 06 22 29 30 | 蓝球：03
2019-11-19 | 2019133 | 红球：03 07 16 21 24 31 | 蓝球：07
2019-11-17 | 2019132 | 红球：04 06 11 14 19 33 | 蓝球：07
2019-11-14 | 2019131 | 红球：09 17 19 20 24 31 | 蓝球：04
2019-11-12 | 2019130 | 红球：01 07 09 11 24 32 | 蓝球：16
2019-11-10 | 2019129 | 红球：03 04 07 09 15 26 | 蓝球：07
2019-11-07 | 2019128 | 红球：03 08 12 16 17 19 | 蓝球：08
2019-11-05 | 2019127 | 红球：02 06 07 12 17 24 | 蓝球：10
2019-11-03 | 2019126 | 红球：02 14 17 29 32 33 | 蓝球：16
2019-10-31 | 2019125 | 红球：02 11 12 26 27 29 | 蓝球：03
2019-10-29 | 2019124 | 红球：04 09 30 31 32 33 | 蓝球：01
2019-10-27 | 2019123 | 红球：02 06 08 17 28 30 | 蓝球：06
2019-10-24 | 2019122 | 红球：04 10 15 19 21 23 | 蓝球：02
2019-10-22 | 2019121 | 红球：02 06 15 21 30 31 | 蓝球：02
2019-10-20 | 2019120 | 红球：10 12 27 31 32 33 | 蓝球：03
2019-10-17 | 2019119 | 红球：04 20 22 24 26 33 | 蓝球：07
2019-10-15 | 2019118 | 红球：12 14 15 25 28 31 | 蓝球：04
2019-10-13 | 2019117 | 红球：03 05 11 28 32 33 | 蓝球：01
2019-10-10 | 2019116 | 红球：01 08 09 13 16 33 | 蓝球：01
2019-10-08 | 2019115 | 红球：04 10 11 14 15 29 | 蓝球：05
2019-09-29 | 2019114 | 红球：02 04 09 11 12 30 | 蓝球：01
2019-09-26 | 2019113 | 红球：01 05 19 21 25 33 | 蓝球：15
2019-09-24 | 2019112 | 红球：03 12 14 17 23 27 | 蓝球：01
2019-09-22 | 2019111 | 红球：07 18 20 22 24 33 | 蓝球：01
2019-09-19 | 2019110 | 红球：01 18 22 26 27 28 | 蓝球：08
2019-09-17 | 2019109 | 红球：03 06 07 17 28 31 | 蓝球：10
2019-09-15 | 2019108 | 红球：07 13 19 22 25 32 | 蓝球：13
2019-09-12 | 2019107 | 红球：02 06 08 23 27 32 | 蓝球：02
2019-09-10 | 2019106 | 红球：02 14 22 27 30 33 | 蓝球：14
2019-09-08 | 2019105 | 红球：02 13 15 17 26 33 | 蓝球：01
2019-09-05 | 2019104 | 红球：01 05 16 17 18 24 | 蓝球：10
2019-09-03 | 2019103 | 红球：04 12 14 21 27 29 | 蓝球：12
2019-09-01 | 2019102 | 红球：03 08 12 16 20 32 | 蓝球：12
2019-08-29 | 2019101 | 红球：01 04 09 21 31 33 | 蓝球：05
2019-08-27 | 2019100 | 红球：01 04 12 13 30 32 | 蓝球：08
2019-08-25 | 2019099 | 红球：07 14 22 23 27 30 | 蓝球：08
2019-08-22 | 2019098 | 红球：03 11 12 14 17 26 | 蓝球：09
2019-08-20 | 2019097 | 红球：03 05 18 24 25 31 | 蓝球：09
2019-08-18 | 2019096 | 红球：05 07 12 18 27 32 | 蓝球：11
2019-08-15 | 2019095 | 红球：02 05 14 19 21 28 | 蓝球：01
2019-08-13 | 2019094 | 红球：05 10 12 18 19 27 | 蓝球：06
2019-08-11 | 2019093 | 红球：05 07 08 09 20 22 | 蓝球：02
2019-08-08 | 2019092 | 红球：09 17 27 28 32 33 | 蓝球：08
2019-08-06 | 2019091 | 红球：07 10 21 24 29 32 | 蓝球：11
2019-08-04 | 2019090 | 红球：02 03 06 08 14 22 | 蓝球：04
2019-08-01 | 2019089 | 红球：02 04 14 16 20 22 | 蓝球：11
2019-07-30 | 2019088 | 红球：13 14 15 21 23 29 | 蓝球：13
2019-07-28 | 2019087 | 红球：04 05 07 09 21 30 | 蓝球：04
2019-07-25 | 2019086 | 红球：16 22 24 26 28 31 | 蓝球：06
2019-07-23 | 2019085 | 红球：01 04 14 18 24 29 | 蓝球：04
2019-07-21 | 2019084 | 红球：04 08 14 18 20 27 | 蓝球：03
2019-07-18 | 2019083 | 红球：06 15 17 26 28 31 | 蓝球：03
2019-07-16 | 2019082 | 红球：07 16 19 22 24 28 | 蓝球：02
2019-07-14 | 2019081 | 红球：05 24 27 29 31 32 | 蓝球：10
2019-07-11 | 2019080 | 红球：03 06 08 20 24 32 | 蓝球：07
2019-07-09 | 2019079 | 红球：01 03 06 09 19 31 | 蓝球：16
2019-07-07 | 2019078 | 红球：01 17 27 29 31 33 | 蓝球：12
2019-07-04 | 2019077 | 红球：09 11 13 18 21 22 | 蓝球：15
2019-07-02 | 2019076 | 红球：12 15 19 20 29 32 | 蓝球：14
2019-06-30 | 2019075 | 红球：05 08 20 22 31 33 | 蓝球：03
2019-06-27 | 2019074 | 红球：12 21 27 29 31 33 | 蓝球：04
2019-06-25 | 2019073 | 红球：01 02 06 12 16 18 | 蓝球：08
2019-06-23 | 2019072 | 红球：02 09 13 15 22 30 | 蓝球：15
2019-06-20 | 2019071 | 红球：01 08 19 24 29 30 | 蓝球：04
2019-06-18 | 2019070 | 红球：06 15 18 19 24 32 | 蓝球：09
2019-06-16 | 2019069 | 红球：06 11 16 19 21 25 | 蓝球：01
2019-06-13 | 2019068 | 红球：03 14 20 24 26 33 | 蓝球：10
2019-06-11 | 2019067 | 红球：04 06 08 11 30 33 | 蓝球：11
2019-06-09 | 2019066 | 红球：01 14 17 20 22 32 | 蓝球：04
2019-06-06 | 2019065 | 红球：06 09 11 15 20 26 | 蓝球：10
2019-06-04 | 2019064 | 红球：12 20 24 25 30 33 | 蓝球：12
2019-06-02 | 2019063 | 红球：01 14 19 22 29 31 | 蓝球：16
2019-05-30 | 2019062 | 红球：07 13 16 23 26 30 | 蓝球：01
2019-05-28 | 2019061 | 红球：03 17 19 24 27 31 | 蓝球：12
2019-05-26 | 2019060 | 红球：03 04 14 20 23 27 | 蓝球：01
2019-05-23 | 2019059 | 红球：04 05 07 09 16 18 | 蓝球：06
2019-05-21 | 2019058 | 红球：07 08 12 21 23 27 | 蓝球：12
2019-05-19 | 2019057 | 红球：04 05 06 08 13 18 | 蓝球：16
2019-05-16 | 2019056 | 红球：13 14 17 19 21 29 | 蓝球：01
2019-05-14 | 2019055 | 红球：01 06 11 15 19 31 | 蓝球：10
2019-05-12 | 2019054 | 红球：07 10 11 15 24 26 | 蓝球：11
2019-05-09 | 2019053 | 红球：04 16 22 25 29 31 | 蓝球：08
2019-05-07 | 2019052 | 红球：03 06 09 13 16 19 | 蓝球：16
2019-05-05 | 2019051 | 红球：08 09 10 13 15 28 | 蓝球：09
2019-05-02 | 2019050 | 红球：04 06 10 11 21 23 | 蓝球：02
2019-04-30 | 2019049 | 红球：03 10 13 22 23 28 | 蓝球：15
2019-04-28 | 2019048 | 红球：03 07 10 12 18 29 | 蓝球：10
2019-04-25 | 2019047 | 红球：03 11 18 25 30 33 | 蓝球：14
2019-04-23 | 2019046 | 红球：02 12 16 22 25 32 | 蓝球：06
2019-04-21 | 2019045 | 红球：01 06 17 19 27 31 | 蓝球：14
2019-04-18 | 2019044 | 红球：06 14 16 17 23 29 | 蓝球：07
2019-04-16 | 2019043 | 红球：01 06 12 13 24 32 | 蓝球：13
2019-04-14 | 2019042 | 红球：15 17 19 22 25 26 | 蓝球：04
2019-04-11 | 2019041 | 红球：02 09 13 23 24 26 | 蓝球：16
2019-04-09 | 2019040 | 红球：05 06 09 18 23 31 | 蓝球：11
2019-04-07 | 2019039 | 红球：06 07 11 14 27 32 | 蓝球：08
2019-04-04 | 2019038 | 红球：09 12 21 27 29 30 | 蓝球：05
2019-04-02 | 2019037 | 红球：01 07 12 14 18 25 | 蓝球：10
2019-03-31 | 2019036 | 红球：02 10 13 16 23 32 | 蓝球：08
2019-03-28 | 2019035 | 红球：01 05 07 09 10 20 | 蓝球：16
2019-03-26 | 2019034 | 红球：09 11 15 22 24 26 | 蓝球：03
2019-03-24 | 2019033 | 红球：09 15 19 21 23 29 | 蓝球：15
2019-03-21 | 2019032 | 红球：04 08 09 13 28 33 | 蓝球：04
2019-03-19 | 2019031 | 红球：03 13 15 18 21 33 | 蓝球：16
2019-03-17 | 2019030 | 红球：04 05 07 10 12 22 | 蓝球：16
2019-03-14 | 2019029 | 红球：08 11 17 23 32 33 | 蓝球：10
2019-03-12 | 2019028 | 红球：04 19 22 26 29 30 | 蓝球：11
2019-03-10 | 2019027 | 红球：02 06 08 10 11 17 | 蓝球：13
2019-03-07 | 2019026 | 红球：03 13 15 19 20 27 | 蓝球：14
2019-03-05 | 2019025 | 红球：15 16 21 27 30 33 | 蓝球：04
2019-03-03 | 2019024 | 红球：01 08 23 25 28 29 | 蓝球：10
2019-02-28 | 2019023 | 红球：01 10 14 15 18 31 | 蓝球：13
2019-02-26 | 2019022 | 红球：03 07 11 21 30 33 | 蓝球：07
2019-02-24 | 2019021 | 红球：02 05 07 08 20 27 | 蓝球：04
2019-02-21 | 2019020 | 红球：02 12 13 23 27 28 | 蓝球：12
2019-02-19 | 2019019 | 红球：03 11 17 18 24 25 | 蓝球：06
2019-02-17 | 2019018 | 红球：04 11 18 19 26 32 | 蓝球：04
2019-02-14 | 2019017 | 红球：04 05 24 28 30 33 | 蓝球：09
2019-02-12 | 2019016 | 红球：05 07 09 11 19 25 | 蓝球：05
2019-02-03 | 2019015 | 红球：11 15 16 20 24 31 | 蓝球：04
2019-01-31 | 2019014 | 红球：01 02 03 14 19 33 | 蓝球：03
2019-01-29 | 2019013 | 红球：05 07 14 16 18 21 | 蓝球：01
2019-01-27 | 2019012 | 红球：07 10 21 23 31 33 | 蓝球：14
2019-01-24 | 2019011 | 红球：10 13 19 21 24 30 | 蓝球：07
2019-01-22 | 2019010 | 红球：02 04 05 08 11 30 | 蓝球：02
2019-01-20 | 2019009 | 红球：01 07 10 22 31 32 | 蓝球：15
2019-01-17 | 2019008 | 红球：02 06 09 13 28 32 | 蓝球：12
2019-01-15 | 2019007 | 红球：06 10 14 15 19 23 | 蓝球：15
2019-01-13 | 2019006 | 红球：01 05 10 19 26 28 | 蓝球：12
2019-01-10 | 2019005 | 红球：21 22 26 28 31 32 | 蓝球：07
2019-01-08 | 2019004 | 红球：08 12 16 19 26 32 | 蓝球：03
2019-01-06 | 2019003 | 红球：13 17 20 21 22 27 | 蓝球：01
2019-01-03 | 2019002 | 红球：04 05 06 08 09 18 | 蓝球：11
2019-01-01 | 2019001 | 红球：06 10 13 15 32 33 | 蓝球：15
2018-12-30 | 2018153 | 红球：01 07 17 23 25 31 | 蓝球：11
2018-12-27 | 2018152 | 红球：04 14 16 23 28 29 | 蓝球：03
2018-12-25 | 2018151 | 红球：05 15 19 25 26 29 | 蓝球：15
2018-12-23 | 2018150 | 红球：06 08 15 19 20 31 | 蓝球：05
2018-12-20 | 2018149 | 红球：01 07 08 10 12 24 | 蓝球：01
2018-12-18 | 2018148 | 红球：03 06 18 19 21 31 | 蓝球：01
2018-12-16 | 2018147 | 红球：03 15 17 23 27 30 | 蓝球：11
2018-12-13 | 2018146 | 红球：02 10 11 17 18 29 | 蓝球：16
2018-12-11 | 2018145 | 红球：03 09 13 22 23 25 | 蓝球：06
2018-12-09 | 2018144 | 红球：08 13 17 18 20 27 | 蓝球：13
2018-12-06 | 2018143 | 红球：04 06 15 28 32 33 | 蓝球：14
2018-12-04 | 2018142 | 红球：05 08 10 11 27 28 | 蓝球：11
2018-12-02 | 2018141 | 红球：11 14 16 18 24 33 | 蓝球：04
2018-11-29 | 2018140 | 红球：01 15 20 22 25 28 | 蓝球：14
2018-11-27 | 2018139 | 红球：11 18 20 23 31 32 | 蓝球：15
2018-11-25 | 2018138 | 红球：01 10 25 27 30 32 | 蓝球：09
2018-11-22 | 2018137 | 红球：03 05 11 15 20 23 | 蓝球：09
2018-11-20 | 2018136 | 红球：10 12 15 25 26 27 | 蓝球：14
2018-11-18 | 2018135 | 红球：01 03 06 10 11 29 | 蓝球：16
2018-11-15 | 2018134 | 红球：03 16 18 31 32 33 | 蓝球：12
2018-11-13 | 2018133 | 红球：02 04 11 12 18 32 | 蓝球：13
2018-11-11 | 2018132 | 红球：01 02 09 10 15 22 | 蓝球：06
2018-11-08 | 2018131 | 红球：21 22 24 31 32 33 | 蓝球：01
2018-11-06 | 2018130 | 红球：05 12 17 18 24 28 | 蓝球：12
2018-11-04 | 2018129 | 红球：02 04 06 16 18 19 | 蓝球：16
2018-11-01 | 2018128 | 红球：06 07 08 19 22 23 | 蓝球：02
2018-10-30 | 2018127 | 红球：02 05 06 07 11 15 | 蓝球：12
2018-10-28 | 2018126 | 红球：01 06 08 09 14 22 | 蓝球：05
2018-10-25 | 2018125 | 红球：03 10 11 14 15 32 | 蓝球：02
2018-10-23 | 2018124 | 红球：09 13 14 19 22 25 | 蓝球：02
2018-10-21 | 2018123 | 红球：13 21 24 27 31 32 | 蓝球：01
2018-10-18 | 2018122 | 红球：05 07 20 22 30 32 | 蓝球：10
2018-10-16 | 2018121 | 红球：06 08 14 19 23 25 | 蓝球：11
2018-10-14 | 2018120 | 红球：03 04 18 26 27 33 | 蓝球：01
2018-10-11 | 2018119 | 红球：03 13 14 16 25 27 | 蓝球：12
2018-10-09 | 2018118 | 红球：08 12 21 22 27 31 | 蓝球：09
2018-10-07 | 2018117 | 红球：08 11 15 17 23 25 | 蓝球：05
2018-10-04 | 2018116 | 红球：05 14 17 22 23 28 | 蓝球：15
2018-10-02 | 2018115 | 红球：01 13 19 24 26 29 | 蓝球：11
2018-09-30 | 2018114 | 红球：01 07 15 16 20 27 | 蓝球：14
2018-09-27 | 2018113 | 红球：01 06 09 16 25 26 | 蓝球：09
2018-09-25 | 2018112 | 红球：05 08 18 25 26 31 | 蓝球：04
2018-09-23 | 2018111 | 红球：01 07 14 24 25 28 | 蓝球：08
2018-09-20 | 2018110 | 红球：11 13 16 21 22 23 | 蓝球：02
2018-09-18 | 2018109 | 红球：10 11 18 23 31 33 | 蓝球：15
2018-09-16 | 2018108 | 红球：05 13 18 21 26 30 | 蓝球：02
2018-09-13 | 2018107 | 红球：01 02 05 12 20 22 | 蓝球：01
2018-09-11 | 2018106 | 红球：04 18 19 24 25 26 | 蓝球：10
2018-09-09 | 2018105 | 红球：04 05 13 18 19 25 | 蓝球：01
2018-09-06 | 2018104 | 红球：02 03 06 19 25 29 | 蓝球：01
2018-09-04 | 2018103 | 红球：02 09 15 22 23 24 | 蓝球：16
2018-09-02 | 2018102 | 红球：02 06 11 19 21 28 | 蓝球：05
2018-08-30 | 2018101 | 红球：01 03 14 26 29 33 | 蓝球：09
2018-08-28 | 2018100 | 红球：02 11 14 15 29 33 | 蓝球：02
2018-08-26 | 2018099 | 红球：03 07 08 14 25 32 | 蓝球：06
2018-08-23 | 2018098 | 红球：06 10 11 20 29 32 | 蓝球：13
2018-08-21 | 2018097 | 红球：01 02 17 20 25 28 | 蓝球：13
2018-08-19 | 2018096 | 红球：01 05 09 20 28 32 | 蓝球：12
2018-08-16 | 2018095 | 红球：10 11 12 21 26 33 | 蓝球：09
2018-08-14 | 2018094 | 红球：04 07 16 20 24 30 | 蓝球：05
2018-08-12 | 2018093 | 红球：04 18 20 21 29 33 | 蓝球：07
2018-08-09 | 2018092 | 红球：06 10 16 19 24 33 | 蓝球：16
2018-08-07 | 2018091 | 红球：06 11 13 17 25 32 | 蓝球：07
2018-08-05 | 2018090 | 红球：01 02 04 10 14 23 | 蓝球：07
2018-08-02 | 2018089 | 红球：06 09 12 14 18 27 | 蓝球：14
2018-07-31 | 2018088 | 红球：03 05 12 29 30 32 | 蓝球：14
2018-07-29 | 2018087 | 红球：01 05 10 16 18 31 | 蓝球：03
2018-07-26 | 2018086 | 红球：02 07 17 21 23 26 | 蓝球：16
2018-07-24 | 2018085 | 红球：04 10 25 26 30 33 | 蓝球：06
2018-07-22 | 2018084 | 红球：05 06 08 12 22 24 | 蓝球：03
2018-07-19 | 2018083 | 红球：04 09 18 21 32 33 | 蓝球：03
2018-07-17 | 2018082 | 红球：06 12 14 20 22 24 | 蓝球：09
2018-07-15 | 2018081 | 红球：01 02 12 16 20 26 | 蓝球：03
2018-07-12 | 2018080 | 红球：04 07 13 20 29 33 | 蓝球：03
2018-07-10 | 2018079 | 红球：14 15 17 22 24 29 | 蓝球：13
2018-07-08 | 2018078 | 红球：03 10 14 17 18 30 | 蓝球：12
2018-07-05 | 2018077 | 红球：02 05 09 15 20 24 | 蓝球：10
2018-07-03 | 2018076 | 红球：03 07 08 15 29 30 | 蓝球：13
2018-07-01 | 2018075 | 红球：07 09 12 13 22 24 | 蓝球：11
2018-06-28 | 2018074 | 红球：09 11 14 20 27 30 | 蓝球：09
2018-06-26 | 2018073 | 红球：02 09 14 15 16 23 | 蓝球：10
2018-06-24 | 2018072 | 红球：11 16 19 22 25 30 | 蓝球：08
2018-06-21 | 2018071 | 红球：02 05 06 13 16 19 | 蓝球：03
2018-06-19 | 2018070 | 红球：04 09 15 16 19 27 | 蓝球：10
2018-06-17 | 2018069 | 红球：06 13 17 19 23 31 | 蓝球：12
2018-06-14 | 2018068 | 红球：08 10 17 20 27 30 | 蓝球：01
2018-06-12 | 2018067 | 红球：01 04 09 12 15 18 | 蓝球：05
2018-06-10 | 2018066 | 红球：09 16 17 19 22 26 | 蓝球：10
2018-06-07 | 2018065 | 红球：01 04 06 14 28 33 | 蓝球：01
2018-06-05 | 2018064 | 红球：02 05 10 11 17 21 | 蓝球：05
2018-06-03 | 2018063 | 红球：05 06 10 16 20 25 | 蓝球：12
2018-05-31 | 2018062 | 红球：02 18 19 24 25 33 | 蓝球：11
2018-05-29 | 2018061 | 红球：09 10 11 12 18 23 | 蓝球：07
2018-05-27 | 2018060 | 红球：04 08 13 25 30 31 | 蓝球：10
2018-05-24 | 2018059 | 红球：04 06 08 13 22 32 | 蓝球：11
2018-05-22 | 2018058 | 红球：07 12 13 16 26 31 | 蓝球：07
2018-05-20 | 2018057 | 红球：05 15 17 19 20 30 | 蓝球：13
2018-05-17 | 2018056 | 红球：01 03 06 20 21 26 | 蓝球：01
2018-05-15 | 2018055 | 红球：07 09 10 12 22 26 | 蓝球：07
2018-05-13 | 2018054 | 红球：04 06 18 22 25 33 | 蓝球：16
2018-05-10 | 2018053 | 红球：01 04 10 11 14 27 | 蓝球：06
2018-05-08 | 2018052 | 红球：03 05 06 09 15 32 | 蓝球：14
2018-05-06 | 2018051 | 红球：05 07 20 23 27 31 | 蓝球：04
2018-05-03 | 2018050 | 红球：01 02 04 10 18 19 | 蓝球：07
2018-05-01 | 2018049 | 红球：01 03 04 11 19 23 | 蓝球：02
2018-04-29 | 2018048 | 红球：01 12 20 25 30 31 | 蓝球：02
2018-04-26 | 2018047 | 红球：06 07 12 16 22 25 | 蓝球：07
2018-04-24 | 2018046 | 红球：10 13 14 18 20 31 | 蓝球：03
2018-04-22 | 2018045 | 红球：03 04 06 25 26 30 | 蓝球：01
2018-04-19 | 2018044 | 红球：05 09 12 17 27 30 | 蓝球：06
2018-04-17 | 2018043 | 红球：01 04 06 08 21 24 | 蓝球：07
2018-04-15 | 2018042 | 红球：06 10 21 28 29 31 | 蓝球：12
2018-04-12 | 2018041 | 红球：07 08 20 23 24 32 | 蓝球：13
2018-04-10 | 2018040 | 红球：01 03 08 13 18 23 | 蓝球：16
2018-04-08 | 2018039 | 红球：08 12 18 19 23 32 | 蓝球：03
2018-04-05 | 2018038 | 红球：15 23 24 25 28 29 | 蓝球：09
2018-04-03 | 2018037 | 红球：01 06 07 08 27 30 | 蓝球：10
2018-04-01 | 2018036 | 红球：08 17 24 26 28 33 | 蓝球：04
2018-03-29 | 2018035 | 红球：07 10 11 17 23 28 | 蓝球：15
2018-03-27 | 2018034 | 红球：01 05 11 22 23 26 | 蓝球：15
2018-03-25 | 2018033 | 红球：04 19 20 22 28 33 | 蓝球：06
2018-03-22 | 2018032 | 红球：21 22 23 24 25 32 | 蓝球：06
2018-03-20 | 2018031 | 红球：02 16 18 19 27 30 | 蓝球：14
2018-03-18 | 2018030 | 红球：13 14 20 21 25 33 | 蓝球：07
2018-03-15 | 2018029 | 红球：01 02 09 14 22 25 | 蓝球：05
2018-03-13 | 2018028 | 红球：03 08 11 14 18 23 | 蓝球：16
2018-03-11 | 2018027 | 红球：02 07 09 14 18 28 | 蓝球：05
2018-03-08 | 2018026 | 红球：04 07 12 14 26 32 | 蓝球：04
2018-03-06 | 2018025 | 红球：04 13 16 19 21 25 | 蓝球：14
2018-03-04 | 2018024 | 红球：11 19 22 26 31 32 | 蓝球：02
2018-03-01 | 2018023 | 红球：12 15 16 21 26 29 | 蓝球：16
2018-02-27 | 2018022 | 红球：07 14 19 21 22 23 | 蓝球：03
2018-02-25 | 2018021 | 红球：03 04 06 11 23 28 | 蓝球：14
2018-02-22 | 2018020 | 红球：06 09 10 14 28 30 | 蓝球：05
2018-02-13 | 2018019 | 红球：03 11 12 16 21 23 | 蓝球：09
2018-02-11 | 2018018 | 红球：02 12 13 18 25 27 | 蓝球：07
2018-02-08 | 2018017 | 红球：03 06 11 26 30 32 | 蓝球：12
2018-02-06 | 2018016 | 红球：01 11 12 18 25 27 | 蓝球：16
2018-02-04 | 2018015 | 红球：11 15 20 21 26 33 | 蓝球：15
2018-02-01 | 2018014 | 红球：09 12 20 24 28 31 | 蓝球：07
2018-01-30 | 2018013 | 红球：06 08 13 15 22 33 | 蓝球：06
2018-01-28 | 2018012 | 红球：11 12 13 19 26 28 | 蓝球：12
2018-01-25 | 2018011 | 红球：03 10 21 23 27 33 | 蓝球：11
2018-01-23 | 2018010 | 红球：01 08 17 20 21 22 | 蓝球：03
2018-01-21 | 2018009 | 红球：05 10 17 23 26 32 | 蓝球：07
2018-01-18 | 2018008 | 红球：05 09 10 12 17 19 | 蓝球：13
2018-01-16 | 2018007 | 红球：13 14 20 25 27 31 | 蓝球：12
2018-01-14 | 2018006 | 红球：02 07 08 09 17 29 | 蓝球：11
2018-01-11 | 2018005 | 红球：02 20 21 28 31 33 | 蓝球：06
2018-01-09 | 2018004 | 红球：14 18 19 26 30 31 | 蓝球：11
2018-01-07 | 2018003 | 红球：01 14 16 17 20 31 | 蓝球：04
2018-01-04 | 2018002 | 红球：07 18 24 29 31 33 | 蓝球：16
2018-01-02 | 2018001 | 红球：01 08 11 26 28 31 | 蓝球：04
2017-12-31 | 2017154 | 红球：05 09 13 15 18 26 | 蓝球：05
2017-12-28 | 2017153 | 红球：07 11 12 13 18 19 | 蓝球：16
2017-12-26 | 2017152 | 红球：06 10 23 25 26 29 | 蓝球：05
2017-12-24 | 2017151 | 红球：02 05 07 09 11 27 | 蓝球：16
2017-12-21 | 2017150 | 红球：06 14 19 20 21 23 | 蓝球：08
2017-12-19 | 2017149 | 红球：05 08 15 20 27 30 | 蓝球：13
2017-12-17 | 2017148 | 红球：04 07 11 14 29 32 | 蓝球：12
2017-12-14 | 2017147 | 红球：03 07 20 21 25 31 | 蓝球：14
2017-12-12 | 2017146 | 红球：01 19 25 26 27 33 | 蓝球：10
2017-12-10 | 2017145 | 红球：02 06 12 17 25 28 | 蓝球：12
2017-12-07 | 2017144 | 红球：03 14 16 20 31 32 | 蓝球：09
2017-12-05 | 2017143 | 红球：04 06 09 14 20 29 | 蓝球：14
2017-12-03 | 2017142 | 红球：08 13 14 18 23 33 | 蓝球：06
2017-11-30 | 2017141 | 红球：01 06 07 11 13 15 | 蓝球：05
2017-11-28 | 2017140 | 红球：21 22 25 28 29 30 | 蓝球：08
2017-11-26 | 2017139 | 红球：02 14 20 24 28 32 | 蓝球：16
2017-11-23 | 2017138 | 红球：01 17 24 28 32 33 | 蓝球：02
2017-11-21 | 2017137 | 红球：05 10 20 23 26 31 | 蓝球：03
